company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,source,source_count
FlyStore.pl,Poland,Authorized Dealer,Dock 2; Dock 3; Dock,3+,https://flystore.pl/,https://www.linkedin.com/company/flystore/,https://flystore.pl/stacje-dji-dock,Product Catalog,https://flystore.pl/Stacja-dokujaca-DJI-Dock-3,Product Page,High,DJI Enterprise retailer; leasing services in Warsaw; Kraków; Gdańsk,Claude | ChatGPT,2
MEGADRON.pl,Poland,Reseller,Dock 2; Dock 3; Dock,3+,https://megadron.pl,https://www.linkedin.com/company/megadron-pl/,https://megadron.pl/en/products/docking-station-dji-dock-3-31389.html,Company Website,https://megadron.pl/en/blog/comparison-dji-dock-or-dji-dock-2-differences-and-similarities-1713445608.html,Industry Article,High,"Polish online store selling DJI Dock 3, publishing FAQ and comparison articles about DJI Dock vs Dock 2, and promoting Matrice 3TD/Dock deployments. ",Comet | Claude,2
aeroMind Sp. z o.o.,Poland,System Integrator,Dock 2; Dock 3; Dock,3+,https://aeromind.pl,https://www.linkedin.com/company/aeromind/,https://aeromind.pl/product-eng-13449-DJI-Dock2-with-DJI-Matrice3D-drone.html,Company Website,https://aeromind.pl/eng_m_Drones_Survey-Mapping-drones_DJI-Matrice_Drones-1634.html,Company Website,High,Polish UAV integrator selling DJI Dock 2 with Matrice 3D bundles and listing DJI Dock 3 docking station for autonomous survey and mapping operations. ,Comet | Claude,2
Alshareef Group,Saudi Arabia,Distributor,Dock 3,Unknown,https://alshareefgroup.sa,https://www.linkedin.com/company/al-shareef-group/,https://alshareefgroup.sa/en/top-9-features-of-dji-dock-3-en/,Company Website,https://alshareefgroup.com/alshareef-group-is-officially-a-golden-distributor-of-dji-technology-drones/,Industry Article,High,Golden distributor of DJI technology in Saudi Arabia publishing dedicated content on DJI Dock 3 and distributing DJI enterprise products locally. ,Comet | Claude,2
Helsel,South Korea,Authorized Dealer,Dock 2; Dock,Multiple units in inventory,https://helsel.co.kr/,,https://helsel.co.kr/product/dji-dock-dji-%EB%8F%85%E3%85%A4/32531/,Company Website,https://helsel.co.kr/product/dji-dock-2-dji-%EB%8F%85-2-3d3td/32916/,Company Website,High,Professional DJI drone distributor; Carries Dock & Dock 2,Claude | ChatGPT,2
ATyges,Spain,Reseller,Dock 2; Dock 2 / Dock 3,Unknown,https://atyges.es,https://www.linkedin.com/company/atyges/,https://atyges.es/tienda/dji-dock-2/,Company Website,https://atyges.es/dji-dock-3-y-serie-matrice-4d/,Product Page,High,Spanish engineering and inspection firm in Málaga selling DJI Dock 2 as a remote inspection hangar for Matrice 3D/3TD with detailed Spanish-language specs. ,Comet | Claude,2
DJI Store Iberia / DJI ARS Madrid,Spain,Authorized Dealer,Dock 1; Dock 2 / Dock 3,Unknown,https://www.djistoreiberia.com/,https://www.linkedin.com/search/results/companies/?keywords=dji%20ars%20madrid,https://www.djistoreiberia.com/,Distributor Website,https://stockrc.com/en/,Store Page,High,Authorized DJI store in Madrid and Barcelona. Presented DJI Dock 2 at Unvex 2024 fair. Official authorized retailer for Spain.,Claude | ChatGPT,2
DJI 13 Store,Thailand,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.dji13store.com/,https://www.facebook.com/dji13store/,https://www.dji13store.com/,Official Website,https://www.facebook.com/dji13store/,Social Media,High,DJI Premium Reseller. Multiple locations: Crystal Park Phase 3 Pradismonthum Road Bangkok (main 90 sq m store); Ladplakao; Ratchapruk. Phone: 086 331 1313. Primarily consumer/prosumer focused but may carry enterprise products.,Claude | ChatGPT,2
Department of Marine and Coastal Resources (DMCR),Thailand,Enterprise End-User,Dock 3,Unknown,https://www.dmcr.go.th,https://www.linkedin.com/company/department-of-marine-and-coastal-resources-thailand/,https://enterprise-insights.dji.com/dronehelp-dugongprotection-dock3,DJI Case Study,https://www.youtube.com/watch?v=xttKAFzgy1M,Social Media Post,High,"Thai government agency using DJI Dock 3 for dugong and seagrass monitoring in southern Thailand, running six automated missions per day and achieving zero dugong mortality with 20x cost savings. ",Comet | Claude,2
Syd Bilgisayar Ltd. Şti. (SYD),Turkey,Authorized Dealer,Dock 2,1,https://www.syd.com.tr,https://tr.linkedin.com/company/syd-bilgisayar,https://www.syd.com.tr/urun/dji-dock-2,Product Listing,https://www.syd.com.tr/sayfa/dji-turkiye-distributoru,Company Website,High,Online and physical retail; distributor of Karfo Karacasulu; extensive product range,Claude | ChatGPT,2
Zafer Güder Aviation & Space,Turkey,Authorized Dealer,Dock 2; Dock 3,2,https://zaferguder.com.tr,https://tr.linkedin.com/company/zafer-guder-havacilik-ve-uzay-sanayi,https://zaferguder.com.tr/products/dji-dock-2,Product Listing,https://zaferguder.com.tr/products/dji-dock-3,Product Listing,High,DJI Enterprise dealer; located in Bursa; specializes in drone solutions and services,Claude | ChatGPT,2
AERONEX FZCO,United Arab Emirates,Distributor,Dock 1; Dock 1 Dock 2 Dock 3; Dock 2; Dock 3,Unknown,https://www.aeronex.ae/,https://www.linkedin.com/company/aeronex-fzco/,https://www.aeronex.ae/?dock-3%2F=,Company Website,https://www.flytbase.com/blog/flytbase-partners-with-aeronex-to-deliver-advanced-drone-autonomy-solutions-across-the-mena-region,Industry Article,High,Exclusive master sales platform of DJI Enterprise in Middle East and Africa. Full Dock Series support.,Claude | ChatGPT,2
Aerosmart UAV Trading LLC,United Arab Emirates,System Integrator,Dock 1; Dock 1 Dock 2 Dock 3; Dock 2; Dock 3,Unknown,https://www.aerosmart.ae,https://www.linkedin.com/company/aerosmart-uav/,https://www.aerosmart.ae/dji-dock-2-drone/,Company Website,https://www.store.aerosmart.ae/search?sort_by=newest&page=6,Company Website,High,"UAE-based DJI Enterprise dealer and solutions provider selling DJI Dock 2 and DJI Dock 3, running Dock workshops and security use cases across the GCC.",Comet | Claude,2
DJI Store UAE,United Arab Emirates,Authorized Dealer,Dock 2; Dock 2 Dock 3,Unknown,https://djistores.ae/,,https://djistores.ae/product/dji-dock-2-m3td/,Company Website,https://djistores.ae/product/dji-dock-3-m4td-combo/,Company Website,High,Official authorized DJI seller offering Dock 2 and Dock 3 with various drone combos.,Claude | ChatGPT,2
GNSS Middle East,United Arab Emirates,Distributor,Dock 1; Dock 3,Unknown,https://gnss.ae,https://www.linkedin.com/company/gnss-middle-east/,https://gnss.ae/drones/dji-dock-3/,Company Website,https://gnss.ae/dji-dock-3-an-autonomous-solution-for-enterprise-operations/,Industry Article,High,Regional surveying and positioning distributor marketing DJI Dock 3 as an autonomous solution for enterprise operations across the Middle East.,Comet | ChatGPT,2
RC Corner,United Arab Emirates,Reseller,Dock 3,Unknown,https://www.rccorner.ae,https://www.linkedin.com/company/rc-corner/,https://www.rccorner.ae/dji-dock-3,Company Website,https://www.rccorner.ae/,Company Website,High,UAE hobby and enterprise drone retailer listing DJI Dock 3 for local customers.,Comet | Claude,2
XRTech Group,United Arab Emirates,Authorized Dealer,Dock 2; Dock 2 Dock 3,Unknown,https://xrtechgroup.com/,https://www.linkedin.com/company/xr-tech-group/,https://xrtechgroup.com/product/dji-dock-2/,Company Website,https://xrtechgroup.com/dji-enterprise-drone/,Company Website,High,Pioneer in drone-in-a-box solutions since 2019. Based Dubai. DJI Enterprise authorized store.,Claude | ChatGPT,2
Drone Safe Store,United Kingdom,Authorized Dealer,Dock 2; Dock 3,Unknown,https://dronesafestore.com,https://www.linkedin.com/company/drone-safe-store,https://dronesafestore.com/products/dji-dock-2,Company Website,https://dronesafestore.com/categories/dji-dock-3,Company Website,High,Based in Chichester West Sussex; highest-rated DJI store in UK,Claude | ChatGPT,2
Drone Sales,United Kingdom,Authorized Dealer,Dock 3,Unknown,https://dronesales.co.uk,https://www.linkedin.com/company/drone-sales,https://dronesales.co.uk/product/dji-dock-3-dock-only/,Company Website,https://dronesales.co.uk/product-category/enterprise/dji-dock/,Company Website,High,UK distributor; enterprise drone solutions,Claude | ChatGPT,2
Advexure,United States,Distributor,Dock 1; Dock 2; Dock 3,Unknown,https://advexure.com,https://www.linkedin.com/company/advexure/,https://advexure.com/collections/dji-dock-3,Company Website,https://advexure.com/products/dji-dock-3-for-matrice-4d-and-4td,Company Website,High,"US DJI Enterprise dealer distributing DJI Dock 3 and Matrice 4D/4TD bundles for public safety, infrastructure and surveying customers.",Comet | Claude,2
DSLRPros,United States,System Integrator,Dock 2; Dock 3,Unknown,https://www.dslrpros.com,https://www.linkedin.com/company/dslrpros/,https://www.dslrpros.com/blogs/drone-trends/dji-dock-2-an-inside-look-and-feature-breakdown,Industry Article,https://www.dslrpros.com/products/dslrpros-dock-build,Company Website,High,"US enterprise drone solutions provider offering DJI Dock 2 hardware, feature breakdowns, and a Dock Build integration service that configures and deploys Dock 2 for customers.",Comet | Claude,2
UVT (Uncrewed Aerial Vehicles Technologies),United States,System Integrator,Dock 1; Dock 2; Dock 3,Unknown,https://www.uvt.us/,https://www.linkedin.com/company/uvt-robotics/,https://www.uvt.us/dji-dock-2,Company Website,https://www.uvt.us/dji-dock-3,Company Website,High,"Nation's leading dock integrator; end-to-end deployment; solar farm inspection, infrastructure monitoring; solar inspection in Texas",Claude | ChatGPT,2
Air Inspect Australia,Australia,DFR Service Provider,Dock 2,Unknown,https://airinspect.com.au,https://www.linkedin.com/company/air-inspect-pty-ltd/,https://airinspect.com.au/tag/dji-dock-2/,Industry Article,https://airinspect.com.au/blog/,Company Website,Medium,Asset-inspection specialist marketing DJI Dock 2-based autonomous inspection services; public material confirms Dock 2 offering but not specific deployment counts.,Comet | Claude,2
Gohobby,Brazil,Reseller,Dock 2; Dock 3,Multiple,https://gohobby.com.br,https://www.linkedin.com/company/gohobby-drone/,https://gohobby.com.br/aeropad-gohobby/,Company Website,https://www.gohobby.com.br/dji-dock/,Product Page,Medium,"Brazilian drone store referencing DJI Dock 2 and Matrice series in its enterprise offerings, indicating familiarity with Dock 2-based landing pads and solutions. ",Comet | Claude,2
Copter Pro,Germany,Authorized Dealer,Dock 1; Dock 3,Unknown,https://copterpro.de/,Not Found,https://copterpro.de/shop/dji-dock/dji-dock-3/,Company Website,Not Found,Not Found,Medium,German reseller offering DJI Dock systems with focus on professional applications.,Claude | ChatGPT,2
Drone Station (ドローンステーション),Japan,Authorized Retailer,Dock 2; Dock 3,Unknown,https://www.drone-station.net/,Unknown,https://www.drone-station.net/products/detail.php?product_id=24172,Dealer Site,Unknown,Unknown,Medium,Official DJI Partner. Lists DJI Dock 2 in product catalog. Online sales focused. Limited product information available.,Claude | ChatGPT,2
HOVERING (ドローンショップ HOVERING ONLINE),Japan,Authorized Retailer,Dock 2; Dock 3,Unknown,https://hoveringonline.com/,Unknown,https://hoveringonline.com/products/detail/1967,Dealer Site,https://hoveringonline.com/products/list?category_id=551,Dealer Site,Medium,DJI Authorized Enterprise Retailer. Carries Dock 2 and 3 products. Online shop focused on industrial drone solutions. DJI Care Enterprise Plus available.,Claude | ChatGPT,2
Drones-Store,Spain,Authorized Dealer,Dock 1,Unknown,https://www.drones-store.es/,https://www.linkedin.com/search/results/companies/?keywords=drones-store%20spain,https://www.drones-store.es/,Distributor Website,Not Available,Not Available,Medium,Official DJI distributor in Spain with physical stores in Barcelona and Madrid. Official warranty included. No specific Dock product pages found.,Claude | ChatGPT,2
Murciadrones,Spain,Authorized Dealer,Dock 1,Unknown,https://www.murciadrones.es/,https://www.linkedin.com/search/results/companies/?keywords=murciadrones,https://www.murciadrones.es/product-category/drones-enterprise/dji-drones-enterprise/,Distributor Website,Not Available,Not Available,Medium,"Official DJI distributor in Murcia. Offers technical service, drone repair, drone courses, and aerial work services. No specific Dock product pages found.",Claude | ChatGPT,2
Airworks (Dronedubai),United Arab Emirates,Authorized Dealer,Dock 1 Dock 2; Dock 2,Unknown,https://www.dronedubai.ae/,,https://www.dronedubai.ae/product/dji-dock-m30-dock-version/,Company Website,https://www.dronedubai.ae/dji-dock/,Company Website,Medium,Premium DJI drone store. Offers Dock 1 (M30 version) and Dock 2 products.,Claude | ChatGPT,2
AgDrone.au,Australia,Reseller,Dock 3,Unknown,https://agdrone.au,,https://agdrone.au/products/dji-dock-3,Company Website,https://agdrone.au/products/dji-dock-3-combo-thermal-inspection,Company Website,High,Agricultural drone specialist; stocks DJI Dock 3 with thermal inspection combo options; offers AgDock Trailer System for mobile deployment; supports orchard monitoring applications,Claude,1
CBH (Co-operative Bulk Handling),Australia,Enterprise End-User,Dock 1,Unknown,https://www.cbh.com.au,,https://sensorem.com.au/projects/drone-in-a-box-grain-storage-facilities/,Company Website,https://enterprise-insights.dji.com/industrial-grain-handling-site-management,DJI Case Study,High,Western Australian grain co-operative; partnered with Sensorem for DJI Dock 1 bird deterrence at multiple grain storage facilities across WA Wheatbelt; 2500+ BVLOS flights in first 4 months; significant cost savings and bird damage reduction,Claude,1
NSW Police (PolAir-Remote),Australia,Government End-User,Dock 2 or 3,2,https://www.police.nsw.gov.au,,https://enterprise-insights.dji.com/dock-applications-australia-webinar,DJI Case Study,https://interestingengineering.com/innovation/australian-police-test-station-based-drones,Industry Article,High,NSW Police deployment at Moree station (pilot site); Australian first policing aviation capability; two drones mounted on rooftop docking unit; remotely piloted from Sydney ROC ~370 miles away; fully automated system for emergency response and search-and-rescue; first deployment January 2026,Claude,1
Rio Tinto (Gudai-Darri),Australia,Enterprise End-User,Dock 2,Unknown,https://www.riotinto.com,,https://www.rocketdna.com/project/xbot-deployment-to-rio-tinto-gudai-darri-mine-site,DJI Case Study,https://www.dji.com/media-center/media-coverage/dji-releases-mining-automation-white-paper-with-australian-case,Industry Article,High,"Major mining company; deployed DJI Dock 2 via RocketDNA at flagship Gudai-Darri iron ore mine in Pilbara WA; operates in extreme heat (50°C), dust, and cyclone-prone conditions; achieved 60% survey time reduction and 94% data processing savings",Claude,1
RocketDNA Ltd,Australia,Enterprise End-User,Dock 2; Dock 3,Multiple,https://www.rocketdna.com,https://au.linkedin.com/company/rocketdnaltd,https://www.rocketdna.com/au/blog/six-applications-for-the-dji-dock-2-in-mining-operations,Company Website,https://enterprise-insights.dji.com/scalable-dock-operations-in-mining,DJI Case Study,High,ASX-listed company; first Australian CASA-approved DJI Dock operator; deployed at Rio Tinto Gudai-Darri mine and Calidus Resources (now West Coast Gold) Warrawoona Project; 8000+ flights completed; operates remote operations centers in Perth and Adelaide,Claude,1
Sensorem Pty Ltd,Australia,Enterprise End-User,Dock 1; Dock 2,20+,https://sensorem.com.au,https://au.linkedin.com/company/sensorem-pty-ltd,https://sensorem.com.au/about/technology/dji-docks/,Company Website,https://www.flytbase.com/case-studies/sensorem-autonomous-docked-drones-deployment-australia,DJI Case Study,High,First Australian company to deploy DJI Dock; deployed 20+ autonomous docked systems across Western Australian industrial sites; partnered with CBH (Co-operative Bulk Handling) for grain facility bird deterrence; 2500+ BVLOS flights in first 4 months; plans to scale to 50 systems by end of 2025,Claude,1
StevTech,Australia,Enterprise End-User,Dock 2; Dock 3,Multiple,https://stevtech.com.au,,https://stevtech.com.au/equipment/dji-dock-3,Company Website,https://stevtech.com.au/services/drone-tech/docking-systems/dji-dock-2,Company Website,High,Leading agricultural AI and drone technology specialist; uses DJI Dock 3 for autonomous orchard monitoring with scheduled flights; GRDC-aligned; also offers proprietary StevTech DBX (custom drone-in-a-box); trusted by CSIRO and research organizations,Claude,1
Aerial Solutions,Belgium,System Integrator,Dock 2; Dock 3,Unknown,https://www.aerialsolutions.be,,https://www.aerialsolutions.be/product/dji-dock-2-2/,Company Website,https://www.aerialsolutions.be/product/dji-dock-3/,Company Website,High,Belgian professional drone supplier with DJI Dock 2 and Dock 3 pages.,ChatGPT,1
Drone Parts Center,Belgium,Authorized Dealer,Dock 2 and Dock 3,Unknown,https://drone-parts-center.com/en/,https://be.linkedin.com/company/drone-parts-center,https://drone-parts-center.com/en/product/dji-dock-3-the-stand-alone-docking-station-for-professional-drones/,Company Website,https://be.linkedin.com/company/drone-parts-center,LinkedIn,High,"DJI Enterprise specialist in Nivelles. Offers DJI Dock 2 and Dock 3. Located at Rue Albert Einstein 20, 1400 Nivelles. Email: sales@drone-parts-center.com. Phone: +32 67 88 37 37. Largest stock of DJI spare parts in Benelux.",Claude,1
DroneLand,Belgium,System Integrator,Dock 3,2,https://en.droneland.nl/,https://nl.linkedin.com/company/droneland,https://droneport.eu/2025/05/15/droneland-introduces-belgiums-first-mobile-drone-hub-dji-dock-3-unlocking-new-opportunities-for-automated-and-remote-controlled-drone-operations/,Press Release,https://en.droneland.nl/drones/dji-enterprise/dji-dock,Company Website,High,Operates Belgium's first mobile DJI Dock 3 hub (Pick-Hub) with 2 units at DronePort Sint-Truiden. Partnership with Van Mossel for distribution. DroneLand has offices in Netherlands and Belgium.,Claude,1
DronePort,Belgium,Academia/Research,Dock 3,Unknown,https://droneport.eu/,https://be.linkedin.com/company/droneport-eu,https://droneport.eu/2025/05/15/droneland-introduces-belgiums-first-mobile-drone-hub-dji-dock-3-unlocking-new-opportunities-for-automated-and-remote-controlled-drone-operations/,Press Release,https://www.willemen.be/nl/project/droneport-sint-truiden,Industry Publication,High,Industrial park and test center in Sint-Truiden (Brustem) specializing in aviation and drone sector. Hosts DroneLand's DJI Dock 3 Pick-Hub. Provides infrastructure for drone innovation and testing.,Claude,1
Droneland,Belgium,Reseller,Dock 1; Dock 2; Dock 3,Unknown,https://droneland.be,,https://droneland.be/drones/dji-enterprise/dji-dock,Company Website,https://droneland.be/dji-dock-3,Company Website,High,Belgian reseller with original DJI Dock and DJI Dock 3 pages; also offers Dock 2.,ChatGPT,1
AL Drones,Brazil,DFR Service Provider; Certification Consultant,Dock 2; Dock 3,Multiple,https://aldrones.com.br/,,https://aldrones.com.br/en/2025/01/21/al-drones-dji-cave-testes-bvlos-plataforma-matrice-3d-dock-2/,Company Website,https://mundogeo.com/en/2025/01/22/al-drones-and-dji-obtain-cave-for-bvlos-tests-with-the-matrice-3d-dock-2-platform/,News Article,High,Specialized drone certification consultancy; conducted ANAC Design Authorization certification process for DJI Dock 2,Claude,1
DJI Brasil / Enterprise Dealer Network,Brazil,Distributor,Dock 2,Unknown,https://www.dji.com/br,https://www.linkedin.com/company/dji/,https://www.dji.com/br/where-to-buy/enterprise-dealers,Company Website,https://enterprise.dji.com/pt-br/find-a-dealer,Company Website,High,DJI's official presence in Brazil listing enterprise dealers that sell DJI Dock 2 following ANAC Design Authorization for Dock 2 and Matrice 3D. ,Comet,1
DJI FlightHub 2,Brazil,Software Platform,Dock 2; Dock 3,,https://enterprise.dji.com/flighthub,,https://www.dronevisual.com/post/softwares-de-drones-tudo-sobre-dji-flighthub-2-suas-funcionalidades-em-voo-autonomos-com-drones,Blog,https://www.modelismobh.com.br/dji-flighthub-2,E-Commerce,High,DJI's cloud-based flight management software; essential for DJI Dock 2 and Dock 3 autonomous operations in Brazil,Claude,1
Drone Place,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://droneplace.net.br/,,https://droneplace.net.br/produto/dji-dock-3/,E-Commerce,https://www.droneplace.com.br/drone-dji-dock-2,E-Commerce,High,Located in São José; SC; ANATEL certified; 1-year warranty; specializes in drone sales and maintenance,Claude,1
DronesX,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.dronesx.com.br/,,https://www.dronesx.com.br/dji-dock-2-com-matrice-3td-controle-rc-pro-carregador-e-bateria-extra/,E-Commerce,https://www.dronesx.com.br/,Company Website,High,Authorized DJI distributor in Brazil; offers DJI Dock 2 and related products,Claude,1
Force Drones (forcedrones.com.br),Brazil,Reseller,Dock 3,Unknown,https://www.forcedrones.com.br,https://www.linkedin.com/company/force-drones/,https://www.forcedrones.com.br/dji-doca-de-carregamento-dock-3-matrice-4td-fd004et,Company Website,, ,High,"Brazilian drone retailer selling DJI Dock 3 + Matrice 4TD bundles, highlighting IP56 rating, vehicle-mounted deployment, and multi-dock task support. ",Comet,1
Futuriste,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://loja.futuriste.com.br/,,https://loja.futuriste.com.br/dji-dock-2-dji-matrice-3d-carregador-da-bateria-1x-bateria-inteligente-dji-rc-pro,E-Commerce,https://futuriste.com.br/blog/dji-dock-2-anac-autorizacao-bvlos/,Blog,High,Official DJI reseller; best drone school in Brazil; 7 years experience; operates in SP; RJ; MG; ES; BA; AP,Claude,1
IATEC Plant Solutions,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.iatecps.com/,,https://www.iatecps.com/product-page/dji-dock-2-matrice-3d,E-Commerce,https://www.iatecps.com/product-page/dji-dock-3-matrice-4td,E-Commerce,High,Authorized DJI Enterprise distributor; offers Dock 2 and Dock 3 bundles,Claude,1
J&R Drones,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.jerdrones.com.br/,,https://www.jerdrones.com.br/product/doca-carregamento-dji-dock-2/,E-Commerce,https://www.jerdrones.com.br/,Company Website,High,Largest DJI distributor in Brazil; founded 2017; 1000s of drones distributed; locations in Rio Grande do Sul and São Paulo,Claude,1
LojaDJI,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.lojadji.com.br/,,https://www.lojadji.com.br/,E-Commerce,https://www.lojadji.com.br/seja-um-revendedor,Company Website,High,Multilaser Industrial SA; official DJI reseller in Brazil; offers 12x installments,Claude,1
Lundin Mining Brasil,Brazil,Enterprise End-User,Dock 2; Dock 3,Multiple,https://lundinmining.com.br/,https://br.linkedin.com/company/lundinminingbrasil,https://www.dronevisual.com/post/lundin-mining-brasil-inova-com-drones-dji-lidar-para-mapeamento-inspecao-3d-na-mineracao,Case Study,https://lundinmining.com.br/operacao/,Company Website,High,Mining company with established Central de Drones; uses DJI Dock for 100% automated flights in mining operations,Claude,1
ModelismoBH,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.modelismobh.com.br/,,https://www.modelismobh.com.br/dji-dock-2,E-Commerce,https://www.modelismobh.com.br/drones-dji/drones-dji-enterprise/dji-dock-3,E-Commerce,High,Pioneer in Brazilian drone market; physical stores in Minas Gerais and São Paulo; 10+ years experience,Claude,1
NW Drones,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.nwdrones.com.br/,https://www.linkedin.com/company/nwdrones,https://blog.nwdrones.com.br/dji-dock-2-matrice-3d-aprovados-anac/,Company Blog,https://www.nwdrones.com.br/drone-dji-matrice-3td-dock-2-kit,E-Commerce,High,Official DJI representative; founded 2017; provides training and technical support,Claude,1
SC Paraná,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://scparana.com.br/,,https://scparana.com.br/dji-dock-2-tecnologia-de-ponta-para-operacoes-autonomas-e-remotas/,Company Website,https://scparana.com.br/dji-enterprise-tecnologia-de-ponta-para-transformar-seus-projetos/,Company Website,High,Authorized distributor of Santiago & Cintra in Paraná; provides specialized training and support,Claude,1
Santiago & Cintra,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.santiagoecintra.com.br/,https://br.linkedin.com/company/santiago-e-cintra,https://mundogeo.com/2023/05/09/santiago-e-cintra-e-dji-enterprise-lancam-dji-dock-no-brasil-na-droneshow-2023/,News Article,https://www.lojasantiagoecintra.com.br/dronesdjienterprise,Company Website,High,Official DJI Enterprise representative in Brazil; launched DJI Dock at DroneShow 2023,Claude,1
Tecno Drones,Brazil,Authorized Dealer,Dock 2; Dock 3,Multiple,https://www.tecnodrones.com.br/,,https://www.tecnodrones.com.br/dji-dock-matrice-30-series,E-Commerce,https://www.tecnodrones.com.br/dji-dock-3-matrice-4d-series-combo,E-Commerce,High,Complete drone shop in Brazil; specializes in DJI; founded 2017; all products with ANATEL homologation,Claude,1
AVSS (Aerial Vehicle Safety Solutions Inc.),Canada,System Integrator,Dock 2; Dock 3,Unknown,https://www.avss.ca/,https://ca.linkedin.com/company/avss-aerial-vehicle-safety-solutions-inc,https://dronedj.com/2025/03/05/dji-dock-3-parachute-avss/,Industry News,https://www.linkedin.com/posts/don-garland-4aa46655_unveiling-the-dji-drone-dock-this-changes-activity-7067639634134003712-FkHp,LinkedIn,High,New Brunswick aerospace company; develops PRS (Parachute Recovery System) integration for Dock 2 and Dock 3 for regulatory compliance,Claude,1
DJI Enterprise Dealer Network (Canada),Canada,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/where-to-buy/enterprise-dealers,https://www.linkedin.com/company/dji/,https://www.dji.com/where-to-buy/enterprise-dealers,Company Website,, ,High,"DJI's enterprise dealer page lists multiple Canadian dealers (Volatus, Measur, RMUS Canada, etc.) under Dock 3 and FlightHub 2 filters, confirming national Dock 2/3 availability. ",Comet,1
Drone City,Canada,Authorized Dealer,Dock 2,Unknown,https://dronecity.ca,,https://dronecity.ca/pages/dji-dock-2,Company Website,https://dronecity.ca/,Company Website,High,Canadian authorized reseller with DJI Dock 2 page and DJI enterprise storefront.,ChatGPT,1
DroneDynamics.ca,Canada,Authorized Dealer,Dock 2; Dock 3,Multiple,https://dronedynamics.ca/,,https://dronedynamics.ca/products/dji-dock-2,Company Website,https://dronedynamics.ca/products/dji-dock-3,Company Website,High,Offers multiple Dock 2 and Dock 3 configurations,Claude,1
DronePoint Canada,Canada,Reseller,Dock 3,Unknown,https://dronepoint.ca,https://www.linkedin.com/company/dronepoint-canada/,https://dronepoint.ca/products/dji-dock-3overseas-edition,Company Website,, ,High,Canadian retailer selling DJI Dock 3 (flame-retardant foam version) with full technical description and emphasis on 24/7 operations and AI-based change detection. ,Comet,1
IN-FLIGHT Data,Canada,DFR Service Provider / Enterprise End-User,Dock 2,1,https://www.inflightdata.ca/,,https://dronelife.com/2024/12/23/in-flight-data-reaches-full-operational-capability-of-dji-dock-2-in-northern-canada/,Industry News,https://www.uasweekly.com/2025/01/06/in-flight-data-reaches-full-operational-capability-of-dji-dock-2-in-extreme-northern-canada-conditions/,Industry News,High,Achieved FOC of Dock 2 in Northern Canada for oil & gas client in -25°C conditions; remote operations center provider,Claude,1
Infinit Drones Corp,Canada,Software Platform / DFR Service Provider,Dock 2; Dock 3,Multiple,https://www.infinitdrones.com/,https://www.linkedin.com/company/infinit-drones-corp,https://www.infinitdrones.com/products/bvlos-certified-dji-dock-2,Company Website,https://www.infinitdrones.com/products/bvlos-certified-dji-dock,Company Website,High,Offers BVLOS-certified dock variants with DAA and training services,Claude,1
Wonderfull,Canada,Distributor,Dock 3,1,https://wonderfull.ca/,https://www.linkedin.com/company/wonderfull-canada,https://wonderfull.ca/,Company Website,https://dronedj.com/guides/dji-dock-3/,Industry News,High,DJI Agriculture Drones General Distributor of Canada; Exclusive DJI Academy Training Center,Claude,1
HEISHA,China,Competing Dock Provider,N/A (Alternative to DJI Dock),Multiple,https://heishatech.com/,Unknown,https://www.flytbase.com/blog/solar-farm-inspections,Case Study,https://dronedj.com/2022/05/27/heisha-d50-drone-dock-dji-autel/,News Article,High,OEM drone dock provider. AfterFIT used Heisha Drone Nest (compatible with DJI aircraft) alongside DJI drones. D-series docks for M300/M350/M400. Not Japan-based but deployed in Japan.,Claude,1
Copter-Expert GmbH,Germany,Authorized Dealer,Dock 2; Dock 3,Unknown,https://copter-expert.de/,https://www.linkedin.com/in/cesare-piro-263325142/,https://copter-expert.de/collections/dji-dock,Company Website,https://copter-expert.de/products/dji-dock-3,Company Website,High,Certified by Federal Aviation Office (Luftfahrtbundesamt) since 2017. Designated testing center for remote pilots since 2021. Offers DJI Dock systems and training.,Claude,1
Droneparts.de,Germany,Authorized Dealer; Reseller,Dock 2; Dock 3,Unknown,https://droneparts.de/,Not Found,https://droneparts.de/drohnen/dji-enterprise/dji-dock-2/,Company Website,https://droneparts.de/Drohnen/DJI-Enterprise/DJI-Dock-3/,Company Website,High,"Official DJI Enterprise dealer in Germany. Located at Besigheimer Straße 20, 74394 Hessigheim. Supplies over 35,000 customers worldwide.",Claude,1
